conds,parset,model,ATM_ATR,BRAF,CASP3,CDC25A,CDC25B_C,CDK1,CHEK1,CHEK2,DSB_SSB,EGFR,MEK,MK2,Mitosis,Proliferation,RAS,TP53,p38
"kras$\Delta$, DNAdam, chek1i/mk2i",158,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0515,1.0,0.055,0.079,0.079,0.079,,0.0515,0.0515,0.8545,1.0,,0.134,0.079,1.0,0.0515,1.0
"wt, no DNAdam",159,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.7935000000000001,,0.171,0.171,0.171,0.7935000000000001,,,0.7935000000000001,0.7935000000000001,,0.25350000000000006,0.25350000000000006,0.7935000000000001,,0.7935000000000001
"kras$\Delta$, no DNAdam, 0/0",159,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8055000000000001,1.0,,0.2535,0.2535,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",159,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0115,1.0,0.0165,,,,1.0,0.0115,0.0115,0.8544999999999999,1.0,0.0115,0.1105,0.094,1.0,0.0115,1.0
"kras$\Delta$, DNAdam, chek1i/0",159,krasreduced_dnarep_simplif_mitot_catast.bnet,0.012,0.9999999999999999,0.0155,0.08499999999999999,0.08499999999999999,0.08499999999999999,,0.012,0.012,0.863,0.9999999999999999,0.012,0.1265,0.11099999999999999,0.9999999999999999,0.012,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",159,krasreduced_dnarep_simplif_mitot_catast.bnet,0.01,1.0,0.014,,,,1.0,0.01,0.01,0.8495,1.0,,0.10950000000000001,0.0955,1.0,0.01,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",159,krasreduced_dnarep_simplif_mitot_catast.bnet,0.010499999999999999,1.0,0.013000000000000001,0.11499999999999999,0.11499999999999999,0.11499999999999999,,0.010499999999999999,0.010499999999999999,0.8625,1.0,,0.128,0.11499999999999999,1.0,0.010499999999999999,1.0
"wt, no DNAdam",160,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8045,,0.151,0.151,0.151,0.8045,,,0.8045,0.8045,,0.2495,0.2495,0.8045,,0.8045
"kras$\Delta$, no DNAdam, 0/0",160,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.807,1.0,,0.245,0.245,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",160,krasreduced_dnarep_simplif_mitot_catast.bnet,0.05499999999999999,0.9999999999999999,0.062,,,,0.9999999999999999,0.05499999999999999,0.05499999999999999,0.8604999999999999,0.9999999999999999,0.05499999999999999,0.115,0.053,0.9999999999999999,0.05499999999999999,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",160,krasreduced_dnarep_simplif_mitot_catast.bnet,0.056999999999999995,0.9999999999999998,0.0645,0.073,0.073,0.073,,0.056999999999999995,0.056999999999999995,0.8469999999999999,0.9999999999999998,0.056999999999999995,0.14350000000000002,0.079,0.9999999999999998,0.056999999999999995,0.9999999999999998
"kras$\Delta$, DNAdam, 0/mk2i",160,krasreduced_dnarep_simplif_mitot_catast.bnet,0.042499999999999996,1.0,0.0485,,,,1.0,0.042499999999999996,0.042499999999999996,0.854,1.0,,0.10500000000000001,0.0565,1.0,0.042499999999999996,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",160,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0545,1.0,0.066,0.068,0.068,0.068,,0.0545,0.0545,0.866,1.0,,0.134,0.068,1.0,0.0545,1.0
"wt, no DNAdam",161,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8045000000000001,,0.149,0.149,0.149,0.8045000000000001,,,0.8045000000000001,0.8045000000000001,,0.2515,0.2515,0.8045000000000001,,0.8045000000000001
"kras$\Delta$, no DNAdam, 0/0",161,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.817,1.0,,0.239,0.239,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",161,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0625,0.9999999999999999,0.066,,,,0.9999999999999999,0.0625,0.0625,0.8459999999999999,0.9999999999999999,0.0625,0.109,0.043,0.9999999999999999,0.0625,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",161,krasreduced_dnarep_simplif_mitot_catast.bnet,0.06899999999999999,0.9999999999999999,0.0735,0.0495,0.0495,0.0495,,0.06899999999999999,0.06899999999999999,0.857,0.9999999999999999,0.06899999999999999,0.124,0.0505,0.9999999999999999,0.06899999999999999,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",161,krasreduced_dnarep_simplif_mitot_catast.bnet,0.064,0.9999999999999999,0.065,,,,0.9999999999999999,0.064,0.064,0.8594999999999998,0.9999999999999999,,0.1075,0.042499999999999996,0.9999999999999999,0.064,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/mk2i",161,krasreduced_dnarep_simplif_mitot_catast.bnet,0.07300000000000001,1.0,0.08000000000000002,0.0455,0.0455,0.0455,,0.07300000000000001,0.07300000000000001,0.8594999999999999,1.0,,0.12550000000000003,0.0455,1.0,0.07300000000000001,1.0
"wt, no DNAdam",162,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.81,,0.036,0.036,0.036,0.81,,,0.81,0.81,,0.0365,0.0365,0.81,,0.81
"kras$\Delta$, no DNAdam, 0/0",162,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.7999999999999999,1.0,,0.0095,0.0095,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",162,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.868,1.0,,0.002,0.002,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",162,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.0205,0.0205,0.0205,,,,0.851,1.0,,0.0205,0.0205,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",162,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8485,1.0,,0.0025,0.0025,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",162,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.022,0.022,0.022,,,,0.8424999999999999,1.0,,0.022,0.022,1.0,,1.0
"wt, no DNAdam",163,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.813,,0.034,0.034,0.034,0.813,,,0.813,0.813,,0.034,0.034,0.813,,0.813
"kras$\Delta$, no DNAdam, 0/0",163,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8029999999999999,1.0,,0.004999999999999999,0.004999999999999999,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",163,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.836,1.0,,0.002,0.002,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",163,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.016,0.016,0.016,,,,0.86,1.0,,0.016,0.016,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",163,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8435,1.0,,0.0015,0.0015,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",163,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.019000000000000003,0.019000000000000003,0.019000000000000003,,,,0.847,1.0,,0.019000000000000003,0.019000000000000003,1.0,,1.0
"wt, no DNAdam",164,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8130000000000001,,0.029,0.029,0.029,0.8130000000000001,,,0.8130000000000001,0.8130000000000001,,0.030500000000000003,0.030500000000000003,0.8130000000000001,,0.8130000000000001
"kras$\Delta$, no DNAdam, 0/0",164,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.794,1.0,,0.0055,0.0055,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",164,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,1.0,0.0005,,,,1.0,0.0005,0.0005,0.8395,1.0,0.0005,0.002,0.0015,1.0,0.0005,1.0
"kras$\Delta$, DNAdam, chek1i/0",164,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.9999999999999999,,0.0215,0.0215,0.0215,,,,0.833,0.9999999999999999,,0.0215,0.0215,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",164,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8495,1.0,,0.0025,0.0025,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",164,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.022500000000000003,0.022500000000000003,0.022500000000000003,,,,0.8494999999999999,1.0,,0.022500000000000003,0.022500000000000003,1.0,,1.0
"wt, no DNAdam",165,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8095,,0.034,0.034,0.034,0.8095,,,0.8095,0.8095,,0.036000000000000004,0.036000000000000004,0.8095,,0.8095
"kras$\Delta$, no DNAdam, 0/0",165,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8195,1.0,,0.0155,0.0155,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",165,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,1.0,0.0005,,,,1.0,0.0005,0.0005,0.8374999999999999,1.0,0.0005,0.0035,0.003,1.0,0.0005,1.0
"kras$\Delta$, DNAdam, chek1i/0",165,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.014,0.014,0.014,,,,0.841,1.0,,0.015,0.015,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",165,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8584999999999999,1.0,,0.002,0.002,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",165,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.0165,0.0165,0.0165,,,,0.853,1.0,,0.0175,0.0175,1.0,,1.0
"wt, no DNAdam",166,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.7939999999999999,,0.037,0.037,0.037,0.7939999999999999,,,0.7939999999999999,0.7939999999999999,,0.0385,0.0385,0.7939999999999999,,0.7939999999999999
"kras$\Delta$, no DNAdam, 0/0",166,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8135,1.0,,0.024499999999999997,0.024499999999999997,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",166,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8555,1.0,,0.005,0.005,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",166,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,1.0,0.0005,0.0205,0.0205,0.0205,,0.0005,0.0005,0.844,1.0,0.0005,0.021500000000000002,0.021,1.0,0.0005,1.0
"kras$\Delta$, DNAdam, 0/mk2i",166,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.851,1.0,,0.009000000000000001,0.009000000000000001,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",166,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.02,0.02,0.02,,,,0.842,1.0,,0.021,0.021,1.0,,1.0
"wt, no DNAdam",167,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8144999999999999,,0.0275,0.0275,0.0275,0.8144999999999999,,,0.8144999999999999,0.8144999999999999,,0.029,0.029,0.8144999999999999,,0.8144999999999999
"kras$\Delta$, no DNAdam, 0/0",167,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8055,1.0,,0.0165,0.0165,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",167,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.847,1.0,,0.0075,0.0075,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",167,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.020999999999999998,0.020999999999999998,0.020999999999999998,,,,0.831,1.0,,0.0215,0.0215,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",167,krasreduced_dnarep_simplif_mitot_catast.bnet,0.001,0.9999999999999999,0.001,,,,0.9999999999999999,0.001,0.001,0.843,0.9999999999999999,,0.0055,0.0045,0.9999999999999999,0.001,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/mk2i",167,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.0195,0.0195,0.0195,,,,0.855,1.0,,0.0195,0.0195,1.0,,1.0
"wt, no DNAdam",168,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.7999999999999999,,0.0225,0.0225,0.0225,0.7999999999999999,,,0.7999999999999999,0.7999999999999999,,0.024999999999999998,0.024999999999999998,0.7999999999999999,,0.7999999999999999
"kras$\Delta$, no DNAdam, 0/0",168,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.7985,1.0,,0.020499999999999997,0.020499999999999997,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",168,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8434999999999999,1.0,,0.0115,0.0115,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",168,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.9999999999999999,,0.018000000000000002,0.018000000000000002,0.018000000000000002,,,,0.8394999999999999,0.9999999999999999,,0.018500000000000003,0.018500000000000003,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",168,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.848,1.0,,0.0055,0.0055,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",168,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.0155,0.0155,0.0155,,,,0.8459999999999999,1.0,,0.0165,0.0165,1.0,,1.0
"wt, no DNAdam",169,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8105,,0.0345,0.0345,0.0345,0.8105,,,0.8105,0.8105,,0.036500000000000005,0.036500000000000005,0.8105,,0.8105
"kras$\Delta$, no DNAdam, 0/0",169,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8099999999999999,1.0,,0.0165,0.0165,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",169,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.849,1.0,,0.004,0.004,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",169,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.021500000000000002,0.021500000000000002,0.021500000000000002,,,,0.834,1.0,,0.021500000000000002,0.021500000000000002,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",169,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8425,1.0,,0.007,0.007,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",169,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.0215,0.0215,0.0215,,,,0.8365,1.0,,0.0215,0.0215,1.0,,1.0
"wt, no DNAdam",170,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8019999999999999,,0.029,0.029,0.029,0.8019999999999999,,,0.8019999999999999,0.8019999999999999,,0.0315,0.0315,0.8019999999999999,,0.8019999999999999
"kras$\Delta$, no DNAdam, 0/0",170,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8005,1.0,,0.015000000000000001,0.015000000000000001,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",170,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,1.0,0.0005,,,,1.0,0.0005,0.0005,0.853,1.0,0.0005,0.0045000000000000005,0.004,1.0,0.0005,1.0
"kras$\Delta$, DNAdam, chek1i/0",170,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,1.0,0.0005,0.013000000000000001,0.013000000000000001,0.013000000000000001,,0.0005,0.0005,0.86,1.0,0.0005,0.013500000000000002,0.013000000000000001,1.0,0.0005,1.0
"kras$\Delta$, DNAdam, 0/mk2i",170,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,1.0,0.0005,,,,1.0,0.0005,0.0005,0.8575,1.0,,0.004999999999999999,0.0045,1.0,0.0005,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",170,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.9999999999999999,,0.02,0.02,0.02,,,,0.8384999999999999,0.9999999999999999,,0.02,0.02,0.9999999999999999,,0.9999999999999999
"wt, no DNAdam",171,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.805,,0.0395,0.0395,0.0395,0.805,,,0.805,0.805,,0.042,0.042,0.805,,0.805
"kras$\Delta$, no DNAdam, 0/0",171,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.81,1.0,,0.013500000000000002,0.013500000000000002,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",171,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8525,1.0,,0.008,0.008,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",171,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.022000000000000002,0.022000000000000002,0.022000000000000002,,,,0.848,1.0,,0.0225,0.0225,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",171,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8635,1.0,,0.006,0.006,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",171,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.9999999999999999,,0.021500000000000002,0.021500000000000002,0.021500000000000002,,,,0.8645,0.9999999999999999,,0.022000000000000002,0.022000000000000002,0.9999999999999999,,0.9999999999999999
"wt, no DNAdam",172,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.813,,0.0365,0.0365,0.0365,0.813,,,0.813,0.813,,0.039,0.039,0.813,,0.813
"kras$\Delta$, no DNAdam, 0/0",172,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.7955,1.0,,0.02,0.02,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",172,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,0.9999999999999999,0.0005,,,,0.9999999999999999,0.0005,0.0005,0.853,0.9999999999999999,0.0005,0.004999999999999999,0.0045,0.9999999999999999,0.0005,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",172,krasreduced_dnarep_simplif_mitot_catast.bnet,0.001,1.0,0.001,0.0145,0.0145,0.0145,,0.001,0.001,0.8504999999999999,1.0,0.001,0.016,0.015000000000000001,1.0,0.001,1.0
"kras$\Delta$, DNAdam, 0/mk2i",172,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.841,1.0,,0.0085,0.0085,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",172,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,1.0,0.0005,0.0205,0.0205,0.0205,,0.0005,0.0005,0.8575,1.0,,0.021,0.0205,1.0,0.0005,1.0
"wt, no DNAdam",173,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8035,,0.0245,0.0245,0.0245,0.8035,,,0.8035,0.8035,,0.026500000000000003,0.026500000000000003,0.8035,,0.8035
"kras$\Delta$, no DNAdam, 0/0",173,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.807,1.0,,0.017,0.017,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",173,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,1.0,0.0005,,,,1.0,0.0005,0.0005,0.837,1.0,0.0005,0.004999999999999999,0.0045,1.0,0.0005,1.0
"kras$\Delta$, DNAdam, chek1i/0",173,krasreduced_dnarep_simplif_mitot_catast.bnet,0.001,1.0,0.001,0.025500000000000002,0.025500000000000002,0.025500000000000002,,0.001,0.001,0.841,1.0,0.001,0.027,0.026,1.0,0.001,1.0
"kras$\Delta$, DNAdam, 0/mk2i",173,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.842,1.0,,0.004,0.004,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",173,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,0.0165,0.0165,0.0165,,,,0.858,1.0,,0.0165,0.0165,1.0,,1.0
"wt, no DNAdam",174,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8025,,0.037,0.037,0.037,0.8025,,,0.8025,0.8025,,0.045,0.045,0.8025,,0.8025
"kras$\Delta$, no DNAdam, 0/0",174,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.7975,1.0,,0.0425,0.0425,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",174,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0015,1.0,0.0015,,,,1.0,0.0015,0.0015,0.8305,1.0,0.0015,0.018000000000000002,0.0165,1.0,0.0015,1.0
"kras$\Delta$, DNAdam, chek1i/0",174,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,0.9999999999999999,0.0005,0.019,0.019,0.019,,0.0005,0.0005,0.8319999999999999,0.9999999999999999,0.0005,0.0225,0.022,0.9999999999999999,0.0005,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",174,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,1.0,0.0005,,,,1.0,0.0005,0.0005,0.858,1.0,,0.014,0.0135,1.0,0.0005,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",174,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,1.0,0.0005,0.0195,0.0195,0.0195,,0.0005,0.0005,0.851,1.0,,0.0205,0.02,1.0,0.0005,1.0
"wt, no DNAdam",175,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.7905,,0.0395,0.0395,0.0395,0.7905,,,0.7905,0.7905,,0.0495,0.0495,0.7905,,0.7905
"kras$\Delta$, no DNAdam, 0/0",175,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.7995,1.0,,0.036000000000000004,0.036000000000000004,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",175,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8505,1.0,,0.0115,0.0115,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",175,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,0.9999999999999998,0.001,0.0205,0.0205,0.0205,,0.0005,0.0005,0.8294999999999999,0.9999999999999998,0.0005,0.0245,0.0235,0.9999999999999998,0.0005,0.9999999999999998
"kras$\Delta$, DNAdam, 0/mk2i",175,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.864,1.0,,0.0125,0.0125,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",175,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0015,1.0,0.0015,0.0195,0.0195,0.0195,,0.0015,0.0015,0.8435,1.0,,0.022000000000000002,0.0205,1.0,0.0015,1.0
"wt, no DNAdam",176,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8215,,0.0325,0.0325,0.0325,0.8215,,,0.8215,0.8215,,0.04,0.04,0.8215,,0.8215
"kras$\Delta$, no DNAdam, 0/0",176,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8125,1.0,,0.04,0.04,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",176,krasreduced_dnarep_simplif_mitot_catast.bnet,0.002,1.0,0.002,,,,1.0,0.002,0.002,0.8404999999999999,1.0,0.002,0.018000000000000002,0.016,1.0,0.002,1.0
"kras$\Delta$, DNAdam, chek1i/0",176,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0035,1.0,0.004,0.0235,0.0235,0.0235,,0.0035,0.0035,0.854,1.0,0.0035,0.027499999999999997,0.0235,1.0,0.0035,1.0
"kras$\Delta$, DNAdam, 0/mk2i",176,krasreduced_dnarep_simplif_mitot_catast.bnet,0.001,1.0,0.001,,,,1.0,0.001,0.001,0.842,1.0,,0.017,0.016,1.0,0.001,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",176,krasreduced_dnarep_simplif_mitot_catast.bnet,0.002,0.9999999999999999,0.002,0.024,0.024,0.024,,0.002,0.002,0.837,0.9999999999999999,,0.027,0.025,0.9999999999999999,0.002,0.9999999999999999
"wt, no DNAdam",177,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8035,,0.0315,0.0315,0.0315,0.8035,,,0.8035,0.8035,,0.038,0.038,0.8035,,0.8035
"kras$\Delta$, no DNAdam, 0/0",177,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.821,1.0,,0.037,0.037,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",177,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8375,1.0,,0.015,0.015,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",177,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,0.9999999999999998,0.0005,0.027999999999999997,0.027999999999999997,0.027999999999999997,,0.0005,0.0005,0.8434999999999999,0.9999999999999998,0.0005,0.032,0.0315,0.9999999999999998,0.0005,0.9999999999999998
"kras$\Delta$, DNAdam, 0/mk2i",177,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8474999999999999,1.0,,0.019,0.019,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",177,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0005,0.9999999999999999,0.0005,0.0235,0.0235,0.0235,,0.0005,0.0005,0.8389999999999999,0.9999999999999999,,0.028999999999999998,0.028499999999999998,0.9999999999999999,0.0005,0.9999999999999999
"wt, no DNAdam",178,krasreduced_dnarep_simplif_mitot_catast.bnet,,0.8005,,0.0365,0.0365,0.0365,0.8005,,,0.8005,0.8005,,0.047,0.047,0.8005,,0.8005
"kras$\Delta$, no DNAdam, 0/0",178,krasreduced_dnarep_simplif_mitot_catast.bnet,,1.0,,,,,1.0,,,0.8115,1.0,,0.039,0.039,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",178,krasreduced_dnarep_simplif_mitot_catast.bnet,0.0015,0.9999999999999998,0.0015,,,,0.9999999999999998,0.0015,0.0015,0.8469999999999999,0.9999999999999998,0.0015,0.0165,0.015000000000000001,0.9999999999999998,0.0015,0.9999999999999998
"kras$\Delta$, DNAdam, chek1i/0",178,krasreduced_dnarep_simplif_mitot_catast.bnet,0.004,1.0,0.004,0.0155,0.0155,0.0155,,0.004,0.004,0.855,1.0,0.004,0.0205,0.0165,1.0,0.004,1.0
"kras$\Delta$, DNAdam, 0/mk2i",178,krasreduced_dnarep_simplif_mitot_catast.bnet,0.001,0.9999999999999999,0.001,,,,0.9999999999999999,0.001,0.001,0.8384999999999999,0.9999999999999999,,0.018000000000000002,0.017,0.9999999999999999,0.001,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/mk2i",178,krasreduced_dnarep_simplif_mitot_catast.bnet,0.002,0.9999999999999999,0.002,0.0245,0.0245,0.0245,,0.002,0.002,0.843,0.9999999999999999,,0.028000000000000004,0.026000000000000002,0.9999999999999999,0.002,0.9999999999999999
